python clean_data.pyShipment_ID,Order_ID,Ship_Date,Delivery_Date,Origin,Destination,Status,Weight_kg,Cost
SH847692,O815210,12/26/2024,12/28/2024,Berlin,Los Angeles,In Transit,371.69,269.07
SH754621,O396850,11/28/2023,11/30/2024,Mumbai,Los Angeles,delivered,64.84,1258.89
SH992859,O355675,4/23/2025,8/30/2025,Mumbai,Dubai,Returned,451.15,1814.4
SH521105,O158988,10/6/2025,10/11/2025,Mumbai,Sydney,Delivered,34.16,1753.95
SH906697,O203731,10/24/2023,6/26/2024,New York,Paris,Delayed,200.44,1877.37
SH971723,O743355,9/7/2024,11/2/2023,New York,Los Angeles,Returned,456.65,94.84
SH778968,O180148,10/30/2023,6/25/2024,London,Paris,Delayed,174.42,1843.14
SH851920,O873640,12/2/2024,10/6/2025,Berlin,Sydney,Returned,426.57,973.28
SH459804,O575687,1/9/2025,5/12/2024,Cairo,Dubai,Delivered,10.26,521.67
SH420421,O462796,4/15/2025,1/9/2025,Cairo,Sydney,In Transit,253.13,273.31
SH492909,O338555,9/3/2025,9/13/2025,Berlin,Dubai,Returned,466.31,1135.87
SH249329,O111089,1/21/2024,4/24/2025,New York,Paris,delivered,215.7,1563.11
SH863868,O388455,5/3/2024,5/31/2025,Cairo,Toronto,delivered,,744.84
SH493760,O926783,12/18/2024,12/30/2024,New York,Sydney,delivered,259.78,119.98
SH353305,O599492,3/19/2025,4/18/2025,Mumbai,Paris,Delayed,310.94,254
SH855450,O509549,2/5/2024,12/7/2024,Mumbai,Dubai,Delayed,450.3,664.31
SH300882,O829306,3/10/2024,2/8/2024,London,Dubai,Returned,334.68,45.31
SH140735,O432324,2/9/2025,4/27/2024,Mumbai,Paris,Delivered,33.62,846.74
SH954236,O164887,5/18/2024,7/3/2025,Berlin,Sydney,Delivered,345.7,1100.12
SH542796,O128309,4/5/2025,4/19/2025,Berlin,Dubai,Delivered,27.53,244.13
SH513269,O717521,1/21/2025,1/31/2025,Cairo,Paris,delivered,111.83,581
SH644197,O956207,12/30/2023,3/15/2025,Cairo,Toronto,Delayed,304.29,1214.63
SH605360,O655743,4/30/2024,2/23/2025,London,Dubai,Delivered,435.21,1443.47
SH439395,O749541,11/10/2024,4/14/2025,Mumbai,Los Angeles,Returned,446,697.99
SH297649,O635118,9/24/2025,4/26/2024,Cairo,Los Angeles,Returned,190.3,574.71
SH108211,O260745,7/22/2024,1/24/2024,Cairo,Paris,In Transit,419.93,1390.05
SH555166,O330826,10/22/2025,10/30/2025,Mumbai,Sydney,Delivered,326.79,1210.55
SH258738,O855353,8/8/2024,6/5/2024,Berlin,Los Angeles,Delayed,30.82,
SH302454,O109759,4/1/2025,7/4/2025,Cairo,Los Angeles,Returned,258.49,1172.72
SH251814,O443305,1/10/2025,5/13/2025,New York,Paris,Delivered,439.16,1099.94
SH229212,O783596,4/19/2025,4/27/2025,Cairo,Sydney,Delayed,116.48,1872.95
SH856874,O939323,3/20/2024,10/17/2024,London,Dubai,Returned,440.37,1092.22
SH980369,O790508,11/11/2024,2/19/2025,London,Dubai,Returned,274.34,37.38
SH819304,O166035,1/3/2025,12/10/2023,New York,Toronto,Delivered,420.38,386.83
SH917854,O510563,11/15/2023,10/29/2023,New York,Paris,Returned,47.74,69.18
SH641005,O392111,9/17/2024,1/18/2024,Cairo,Toronto,Delayed,387.82,1932.96
SH190476,O176976,6/29/2024,3/5/2025,Mumbai,Dubai,delivered,210.68,419.39
SH635017,O960924,9/11/2024,10/11/2024,Berlin,Toronto,Delivered,193.65,841.57
SH805351,O662645,9/5/2024,12/11/2024,Cairo,Toronto,Returned,17.43,624.72
SH411789,O145276,9/7/2025,11/2/2024,London,Los Angeles,delivered,444.35,74.67
SH299312,O243098,9/24/2024,1/24/2025,Mumbai,Toronto,Delayed,217.45,1867.61
SH968631,O631088,10/4/2024,12/30/2023,Mumbai,Dubai,Delayed,,1640.65
SH959268,O591976,6/21/2024,10/16/2025,Mumbai,Dubai,In Transit,52.32,1532.62
SH564379,O288189,8/29/2025,6/22/2024,London,Dubai,In Transit,23.42,467.2
SH748848,O263930,12/9/2024,2/22/2025,London,Los Angeles,delivered,283.36,576.97
SH958669,O854415,5/21/2024,6/4/2025,New York,Los Angeles,In Transit,265.74,1465.34
SH112336,O767226,2/22/2025,9/1/2024,Berlin,Dubai,Returned,24.12,816.46
SH390345,O210299,10/24/2024,6/23/2025,London,Sydney,Returned,449.8,1176.21
SH936020,O306015,6/5/2024,10/17/2024,Cairo,Toronto,Delayed,123.94,
SH337432,O159234,10/7/2025,10/9/2025,Mumbai,Los Angeles,Returned,447.33,1633.38
SH550774,O754474,9/23/2025,3/2/2024,New York,Toronto,Returned,41.72,73.65
SH964450,O210539,2/20/2024,6/8/2024,Berlin,Sydney,In Transit,35.49,1986.8
SH824822,O666077,12/8/2023,4/13/2025,Berlin,Dubai,Delivered,210.58,955.08
SH357381,O703865,8/2/2025,1/15/2024,Berlin,Paris,Delayed,232.83,1175.08
SH657544,O737723,3/13/2025,3/10/2024,Mumbai,Paris,Delivered,27.06,1177.9
SH566556,O988720,1/11/2025,2/15/2024,London,Toronto,Returned,225.47,1538.72
SH365773,O720057,12/30/2023,9/20/2025,Berlin,Paris,Delayed,447.09,1004.57
SH126451,O843791,7/18/2024,7/25/2024,New York,Dubai,delivered,13.16,1308.06
SH373267,O975303,12/24/2024,7/5/2025,Mumbai,Los Angeles,Delayed,485.76,16.08
SH346595,O908108,4/14/2025,5/1/2025,Berlin,Paris,Returned,417.9,322.85
SH572061,O276549,2/20/2025,3/3/2025,Cairo,Dubai,Delayed,27.62,612.2
SH650877,O268454,1/30/2025,8/30/2024,Mumbai,Dubai,Delivered,138.76,765.1
SH375190,O693494,9/9/2025,7/16/2025,Berlin,Dubai,Delayed,476.31,420.86
SH529429,O563460,8/29/2025,12/29/2024,New York,Dubai,Delivered,482.76,1101.63
SH385495,O200538,6/8/2024,11/18/2024,Mumbai,Los Angeles,delivered,,99.72
SH843374,O946134,5/5/2025,5/11/2025,Berlin,Dubai,Delayed,64.22,1670.29
SH301184,O996786,7/9/2025,7/23/2025,London,Sydney,delivered,177.17,1863.22
SH538830,O892065,7/13/2024,7/7/2025,Cairo,Toronto,Returned,45.28,1630.36
SH308429,O894258,5/5/2024,11/14/2023,Cairo,Paris,delivered,313.13,1859.99
SH402675,O286973,6/27/2025,7/13/2025,New York,Dubai,In Transit,9.41,38.18
SH657383,O465594,8/26/2024,3/20/2025,Mumbai,Toronto,In Transit,331.76,1878.05
SH321628,O941483,5/23/2025,2/11/2025,Cairo,Dubai,Returned,95.32,726.45
SH189179,O344470,3/19/2025,4/16/2025,London,Paris,Delivered,309.49,1744.42
SH411748,O883575,4/10/2025,10/3/2025,London,Paris,Returned,141.9,1743.89
SH451428,O121283,5/11/2024,4/14/2024,New York,Los Angeles,delivered,,1839.36
SH734528,O875477,8/4/2025,11/5/2024,London,Toronto,delivered,176.77,588.22
SH217252,O990188,10/25/2024,11/10/2024,Berlin,Paris,In Transit,336.38,621.84
SH550686,O237309,10/2/2024,7/23/2025,London,Los Angeles,delivered,246.19,1267.16
SH326238,O100454,10/12/2024,10/16/2024,Berlin,Los Angeles,In Transit,478.01,1719.15
SH604557,O628143,5/25/2024,3/19/2025,London,Los Angeles,Delayed,296,1576.66
SH986693,O311585,4/14/2024,4/21/2024,London,Dubai,Delivered,36.92,58.3
SH462109,O212267,7/12/2025,7/23/2025,London,Sydney,Returned,271,1209.12
SH262354,O118437,6/24/2025,3/31/2024,Berlin,Dubai,In Transit,170.15,1444.49
SH995156,O564784,1/3/2024,3/17/2024,New York,Los Angeles,Returned,490.63,635.88
SH151457,O529957,12/29/2023,6/12/2025,Cairo,Paris,Delivered,130.36,1585.66
SH416848,O718833,11/11/2024,12/8/2024,Berlin,Sydney,delivered,208.74,1657.62
SH331441,O880170,3/17/2025,12/4/2023,Mumbai,Toronto,In Transit,326.53,316.81
SH455351,O780537,4/23/2025,5/10/2025,London,Paris,In Transit,494.98,
SH711014,O610447,8/19/2024,3/3/2024,New York,Sydney,Delayed,152.42,470.18
SH421848,O313417,9/3/2025,5/12/2024,London,Sydney,delivered,82.4,1857.91
SH550343,O480603,11/23/2024,11/25/2024,London,Sydney,delivered,433.6,1874.49
SH157026,O854318,8/3/2024,6/10/2024,Cairo,Dubai,Delayed,231.73,123.18
SH600458,O352844,10/22/2024,3/7/2025,Cairo,Toronto,Delayed,419.64,292.31
SH145235,O118584,2/18/2025,8/11/2025,London,Dubai,Returned,144.32,1705.72
SH121659,O813897,1/26/2025,1/27/2025,London,Sydney,delivered,,434.31
SH632256,O483826,2/29/2024,2/20/2024,New York,Los Angeles,Delivered,171.33,
SH506793,O198596,9/23/2024,10/9/2025,Mumbai,Dubai,Delayed,125.2,1989
SH998161,O417908,4/26/2025,3/5/2025,New York,Los Angeles,Returned,69.84,1947.4
SH850878,O141277,5/17/2024,11/4/2023,Mumbai,Dubai,Delivered,5.97,460.72
SH947338,O451168,6/7/2025,6/21/2025,Mumbai,Los Angeles,Returned,199.19,1604.99
SH373772,O764384,1/2/2025,1/7/2024,London,Los Angeles,In Transit,,706.67
SH344302,O623621,8/28/2025,8/30/2025,London,Paris,In Transit,23.64,517.97
SH162162,O659566,7/22/2025,3/8/2024,Mumbai,Paris,Delivered,333.57,1474.58
SH689782,O629230,1/14/2025,12/5/2024,Mumbai,Dubai,Delayed,197.81,1279.26
SH582443,O866386,7/20/2024,7/26/2024,London,Toronto,Returned,195.55,659.54
SH804632,O245531,1/6/2025,1/11/2025,Mumbai,Paris,Returned,498.79,1794.64
SH132656,O426264,10/1/2025,10/14/2025,Cairo,Los Angeles,Returned,22.2,1872.45
SH931322,O498708,8/19/2025,8/16/2024,Cairo,Paris,delivered,342.06,1407.8
SH244805,O544480,1/26/2025,3/15/2025,London,Toronto,Returned,69.73,1195.23
SH326786,O510269,4/10/2025,5/13/2024,Cairo,Los Angeles,In Transit,34.2,1874.71
SH463759,O121613,8/9/2024,6/30/2024,New York,Sydney,Returned,,913.46
SH878593,O570192,4/14/2024,3/22/2025,Berlin,Dubai,Returned,297.58,906.71
SH544256,O650093,10/1/2025,10/20/2025,London,Toronto,delivered,308.87,1944.26
SH400375,O924444,5/30/2025,1/17/2024,Berlin,Los Angeles,Returned,27.07,353.66
SH620426,O952742,4/24/2024,5/3/2025,London,Paris,In Transit,275.74,108.81
SH589951,O363094,6/10/2024,1/18/2025,Cairo,Dubai,Delivered,253.05,58.2
SH386766,O347554,6/26/2024,3/23/2025,New York,Paris,In Transit,494.68,1590.56
SH194837,O305480,8/20/2024,8/30/2024,Mumbai,Sydney,Delivered,387.02,1146.61
SH737355,O375288,1/14/2025,3/18/2025,Cairo,Toronto,delivered,305.7,431.5
SH377347,O897596,9/29/2025,10/14/2025,Cairo,Toronto,Delayed,150.68,1701.74
SH470879,O729912,5/19/2024,10/2/2024,Berlin,Paris,Delivered,386.05,1880.84
SH370670,O719086,11/28/2024,12/4/2024,Berlin,Toronto,Returned,420.94,1143.09
SH185660,O573000,4/4/2024,3/26/2024,Mumbai,Toronto,Delivered,,1495.09
SH177536,O498309,11/21/2023,11/22/2023,Cairo,Toronto,Returned,214.64,1594.44
SH527467,O774867,9/1/2024,12/18/2023,Berlin,Toronto,Delayed,162.23,1108.74
SH105511,O929578,3/20/2024,1/4/2024,Mumbai,Paris,Delivered,39.19,328.06
SH119005,O262769,8/28/2025,10/29/2024,Cairo,Los Angeles,Delayed,54.57,498.13
SH178732,O394415,4/19/2024,7/9/2025,Mumbai,Dubai,In Transit,129.56,
SH307141,O907612,10/25/2023,10/3/2024,London,Toronto,delivered,,33.53
SH848629,O315512,12/15/2023,8/30/2024,London,Toronto,delivered,110.48,96.29
SH397214,O455379,6/1/2025,7/14/2025,Berlin,Dubai,delivered,402.69,1664.91
SH264281,O424446,8/2/2024,7/2/2024,New York,Sydney,Delayed,10.66,372.77
SH424039,O839436,9/21/2024,9/11/2025,London,Los Angeles,In Transit,434.76,596.49
SH498910,O277444,5/15/2024,2/4/2025,New York,Los Angeles,In Transit,340.95,1508.54
SH805050,O311767,12/7/2023,3/30/2024,New York,Dubai,In Transit,,1498.45
SH451449,O624742,6/1/2025,6/8/2025,New York,Los Angeles,Delayed,308.78,709.25
SH783212,O802123,10/13/2025,11/19/2023,Berlin,Los Angeles,In Transit,493.65,
SH633198,O488910,4/17/2025,5/17/2024,New York,Los Angeles,Delayed,109.38,566.15
SH933311,O245486,3/21/2024,5/22/2025,Mumbai,Los Angeles,Delayed,330.16,1296.22
SH869091,O583414,4/7/2025,6/30/2024,London,Paris,delivered,268.13,1969.57
SH176983,O560254,9/28/2025,1/31/2024,London,Toronto,Delayed,356.15,1743.07
SH398270,O485244,1/27/2024,8/18/2024,New York,Los Angeles,Returned,381.86,438.91
SH871961,O882440,1/7/2024,4/8/2025,Mumbai,Toronto,In Transit,474.64,
SH808001,O930421,10/14/2025,8/18/2025,Berlin,Dubai,Delayed,482.05,667.45
SH146339,O759214,5/20/2024,7/6/2025,Berlin,Sydney,Returned,359.71,1414.81
SH176895,O918734,8/3/2025,2/16/2025,Mumbai,Dubai,Delayed,16.25,334.01
SH375993,O574929,7/19/2024,2/3/2024,Berlin,Dubai,delivered,359.39,976.67
SH599967,O508943,3/12/2025,7/20/2025,Cairo,Los Angeles,Returned,260.56,1527.07
SH980871,O181604,11/5/2024,6/23/2025,Mumbai,Toronto,delivered,194.26,126.39
SH363311,O429734,5/7/2024,7/16/2024,Berlin,Los Angeles,Delivered,254.95,124.21
SH353030,O165544,10/19/2025,10/29/2025,Mumbai,Toronto,Delivered,334.19,733.64
SH114281,O396478,1/16/2024,2/21/2025,Berlin,Sydney,In Transit,117.56,
SH869141,O413193,7/25/2025,8/8/2025,Cairo,Sydney,delivered,139.9,833.24
SH796911,O771354,6/20/2024,8/29/2024,Cairo,Paris,Delivered,57.37,
SH791160,O453713,1/28/2024,8/22/2024,New York,Los Angeles,delivered,375.76,209.38
SH552565,O136920,5/27/2025,6/12/2025,Berlin,Paris,Delivered,62.15,285.57
SH722890,O360755,9/27/2024,4/9/2025,Berlin,Dubai,Delivered,211.89,1742.25
SH402278,O220071,7/15/2024,2/1/2025,Berlin,Paris,In Transit,415.06,57.66
SH689876,O277009,9/25/2024,10/3/2024,Berlin,Dubai,In Transit,48.19,393.52
SH288699,O167473,3/16/2024,7/31/2025,New York,Sydney,In Transit,5.7,776.52
SH581570,O799218,3/20/2025,4/24/2025,Berlin,Dubai,Returned,122.84,53.35
SH283421,O391993,12/21/2024,12/25/2024,Mumbai,Paris,In Transit,480.07,1086.99
SH667031,O338265,12/5/2023,9/12/2025,Berlin,Los Angeles,Delivered,183.22,
SH190314,O502914,2/13/2024,7/4/2025,New York,Toronto,Delayed,424.18,663.96
SH298861,O527036,1/3/2024,10/31/2023,Berlin,Sydney,Returned,277.93,1788.79
SH342818,O407470,3/29/2025,4/12/2025,Berlin,Toronto,Returned,132.4,73.36
SH738335,O650922,7/21/2025,7/28/2025,London,Paris,Delivered,471.55,1709.09
SH142420,O208628,9/1/2024,5/25/2025,Mumbai,Toronto,delivered,274.59,1721.21
SH462410,O284892,3/16/2025,7/7/2025,Berlin,Paris,In Transit,380.6,
SH212519,O611399,1/7/2025,12/16/2023,Mumbai,Toronto,delivered,349.16,1566.56
SH942518,O637895,11/15/2023,9/20/2025,Mumbai,Toronto,Delayed,12.86,1848.45
SH582456,O743935,10/15/2025,7/12/2024,Cairo,Toronto,Delayed,29.82,166.81
SH831807,O363533,4/22/2025,7/15/2025,Mumbai,Paris,In Transit,422.9,1984.3
SH220733,O559312,12/27/2024,1/15/2025,London,Toronto,Delayed,14.85,1101.43
SH576587,O175785,1/5/2025,1/10/2025,Berlin,Dubai,In Transit,350.09,1133.87
SH427074,O875175,10/19/2024,3/26/2025,Mumbai,Paris,Delivered,110.64,891.66
SH886311,O608342,10/1/2025,10/18/2025,New York,Paris,delivered,346.44,747.34
SH294373,O114002,6/12/2024,9/3/2025,Mumbai,Paris,Delivered,470.21,1647.55
SH205442,O748974,1/16/2024,5/27/2024,London,Paris,Returned,414.21,745.43
SH670539,O967433,3/13/2025,7/3/2024,Berlin,Los Angeles,Delivered,218.35,1273.66
SH626007,O998270,3/1/2025,1/18/2024,Cairo,Los Angeles,delivered,351.12,1599.15
SH830272,O473840,10/18/2024,8/7/2025,New York,Dubai,Returned,354.27,525.93
SH678777,O838723,11/11/2023,8/16/2024,Mumbai,Paris,In Transit,383.08,1138.8
SH202627,O469439,12/4/2023,6/22/2025,Cairo,Paris,Delayed,416.26,1575.1
SH200104,O536423,9/13/2025,9/24/2025,New York,Dubai,Returned,104.46,1330.31
SH932324,O414388,7/4/2024,10/5/2025,Mumbai,Dubai,Delayed,434.77,1436.04
SH325492,O952809,12/24/2024,6/17/2024,Cairo,Los Angeles,Delivered,,702.93
SH696215,O992233,1/25/2025,2/2/2025,Cairo,Paris,In Transit,415.74,1637.33
SH849128,O377743,10/28/2023,11/6/2023,Cairo,Sydney,delivered,351.46,
SH991473,O950296,7/3/2024,9/8/2024,New York,Los Angeles,Returned,331.85,1549.6
SH821137,O576790,7/4/2025,7/17/2025,London,Toronto,Delayed,49.43,
SH142546,O674024,11/30/2023,3/26/2025,Mumbai,Paris,Delayed,120.35,435.28
SH232110,O169968,2/20/2024,9/11/2025,Berlin,Toronto,Returned,388.48,1034.78
SH865568,O481369,3/16/2024,1/11/2025,London,Toronto,delivered,19.02,
SH924637,O644194,5/25/2024,8/21/2024,Berlin,Toronto,In Transit,182.26,480.03
SH338430,O781163,4/13/2025,5/2/2025,London,Sydney,Returned,108.8,216.28
SH330382,O290926,8/30/2025,9/14/2025,Berlin,Paris,Delayed,221.01,743.03
SH942673,O346825,9/24/2025,9/30/2025,New York,Toronto,In Transit,163.53,1343.46
SH679304,O869631,6/3/2025,8/4/2025,Cairo,Los Angeles,Delivered,210.93,1986.99
SH916815,O739715,3/25/2024,4/2/2025,Cairo,Los Angeles,Delayed,,860.95
SH408653,O482444,9/10/2024,4/27/2025,New York,Toronto,Delivered,113.63,209.28
SH826453,O159748,10/7/2025,2/3/2024,New York,Dubai,Delivered,422.75,805.65
SH996501,O251856,5/6/2024,8/26/2024,London,Paris,Delayed,205.68,1251.43
SH785414,O473559,12/23/2023,11/14/2024,London,Los Angeles,In Transit,90.13,1876.98
SH179394,O810680,7/15/2024,7/24/2025,Cairo,Sydney,Returned,300.89,1644.65
SH319862,O640500,12/11/2024,12/29/2024,Cairo,Dubai,In Transit,70.95,1128.66
SH928388,O925520,3/15/2025,5/17/2025,London,Los Angeles,Returned,150.96,1587.19
SH146726,O542082,9/23/2024,6/9/2025,Berlin,Sydney,Delayed,312.31,972.26
SH342272,O908930,12/4/2024,3/12/2024,Mumbai,Dubai,Delivered,436.2,1538.42
SH829082,O475565,12/22/2023,1/12/2025,New York,Toronto,delivered,378.31,415.53
SH213554,O800631,12/4/2024,10/14/2025,Mumbai,Los Angeles,In Transit,332.62,1643.76
SH914741,O254339,6/24/2024,1/29/2024,Berlin,Paris,delivered,471.8,1984.45
SH724755,O615195,12/19/2023,10/1/2024,London,Dubai,delivered,432.82,334.53
SH724618,O644068,12/1/2023,10/5/2025,Cairo,Sydney,Delayed,471.54,1021.68
SH467345,O418197,4/22/2025,5/4/2025,Mumbai,Toronto,Returned,332.34,1724.62
SH954946,O524315,3/31/2025,6/2/2025,Mumbai,Los Angeles,Delayed,131.25,897.97
SH193078,O171782,9/22/2025,10/7/2025,Cairo,Dubai,Delayed,91.96,5.39
SH811832,O362321,7/29/2024,7/10/2024,Berlin,Toronto,Delayed,149.47,504.3
SH221932,O654288,3/2/2024,8/18/2024,London,Los Angeles,Delivered,443.88,1036.15
SH543493,O707307,12/24/2024,7/5/2024,New York,Los Angeles,delivered,405.54,302.14
SH728780,O904061,7/24/2025,8/6/2025,Cairo,Paris,delivered,354.35,1803.82
SH831601,O583617,7/9/2024,9/4/2024,New York,Paris,Delayed,185.63,360.93
SH347455,O356848,2/9/2024,3/19/2025,London,Paris,Delivered,28.38,1941.09
SH782991,O263889,1/31/2025,5/24/2025,Mumbai,Los Angeles,In Transit,263.53,1414.91
SH561033,O560407,4/6/2025,4/14/2025,Berlin,Paris,In Transit,,326.03
SH483789,O897044,6/12/2025,5/17/2025,London,Sydney,Returned,149.03,1103.85
SH908431,O973563,3/21/2025,4/1/2025,New York,Los Angeles,Delivered,9.09,1158.92
SH848919,O929829,4/26/2024,5/8/2024,Cairo,Dubai,delivered,190.98,1651.94
SH903252,O749780,10/8/2025,12/20/2024,London,Sydney,Delivered,359.43,988.11
SH147043,O560861,4/29/2024,2/23/2024,Berlin,Toronto,Delayed,388.02,1833.25
SH540284,O429960,8/30/2024,9/12/2024,London,Sydney,Delayed,285.05,629.35
SH668539,O850808,1/31/2024,5/23/2024,New York,Los Angeles,delivered,19.39,1302.37
SH783860,O949107,5/17/2025,9/25/2024,Mumbai,Dubai,In Transit,167.09,682.13
SH295880,O750940,1/10/2025,2/6/2024,Mumbai,Los Angeles,Delayed,341.55,1670.22
SH931243,O687769,7/7/2024,11/7/2024,Cairo,Los Angeles,Returned,210.46,509.8
SH217215,O801649,11/1/2024,1/9/2024,London,Paris,Delivered,364.39,56.59
SH780309,O800078,2/11/2024,2/13/2024,Cairo,Los Angeles,Delayed,372.53,
SH654358,O139396,12/29/2023,1/5/2025,Cairo,Los Angeles,Delivered,315.27,1714.55
SH506158,O930812,3/14/2025,9/9/2025,Cairo,Los Angeles,In Transit,226.13,1528.83
SH411946,O728713,12/30/2024,5/18/2024,Cairo,Sydney,Returned,,1380.8
SH718830,O556364,9/22/2024,9/10/2025,New York,Los Angeles,delivered,145.77,1268.1
SH819263,O149210,3/18/2024,1/13/2025,Cairo,Toronto,Delayed,213.16,493.96
SH644158,O212016,5/13/2024,5/27/2024,London,Sydney,delivered,481.29,885.88
SH482427,O684843,11/3/2023,12/17/2023,Cairo,Dubai,In Transit,396.59,161.07
SH348285,O253193,11/13/2024,8/18/2024,London,Paris,delivered,368.03,205.75
SH546377,O939026,12/11/2023,10/20/2024,Cairo,Dubai,Delayed,353.25,1791.44
SH749337,O614435,3/24/2025,4/8/2025,Cairo,Los Angeles,delivered,335.59,310.4
SH820045,O467608,9/20/2024,10/6/2024,London,Paris,Delivered,122.24,1772.14
SH102874,O231491,2/4/2025,6/25/2024,Cairo,Paris,Delivered,295.98,68.18
SH428399,O836117,2/13/2025,12/23/2024,New York,Toronto,In Transit,,1058.62
SH225668,O788140,11/3/2023,2/25/2024,Mumbai,Los Angeles,Returned,395.1,1825.81
SH775193,O890076,3/12/2025,12/20/2023,Berlin,Sydney,Returned,21.52,621.26
SH649918,O866719,8/23/2024,6/13/2024,Cairo,Sydney,Delayed,150.53,1459.22
SH809441,O626718,8/23/2024,5/18/2025,Mumbai,Toronto,Delayed,247.02,
SH984276,O440503,6/26/2024,5/20/2025,New York,Dubai,Returned,394.98,1496.3
SH922532,O973690,5/28/2024,6/3/2024,New York,Paris,delivered,54.81,1699.19
SH337349,O895745,9/4/2024,6/30/2025,Cairo,Dubai,delivered,198.13,399.52
SH203837,O545824,5/3/2024,4/14/2024,Berlin,Toronto,In Transit,302.81,
SH138125,O263848,10/1/2024,2/27/2024,London,Los Angeles,Delivered,347.72,707.76
SH630723,O678459,6/23/2024,10/23/2024,Berlin,Paris,Delivered,481.21,417.28
SH284549,O608149,6/21/2025,10/14/2025,New York,Toronto,Returned,81.23,1583.29
SH516055,O246095,11/19/2024,7/20/2025,New York,Dubai,Delivered,345.14,1866.45
SH683768,O236107,12/30/2024,1/9/2025,Mumbai,Paris,In Transit,375.66,956.29
SH620441,O846680,8/18/2024,2/13/2024,London,Dubai,Delayed,417.63,1500.72
SH679834,O768754,7/14/2025,6/29/2025,New York,Sydney,Delivered,433.25,136.76
SH150288,O128065,1/22/2024,3/29/2025,Berlin,Dubai,Returned,,1830.43
SH601563,O397430,7/30/2025,1/9/2025,New York,Los Angeles,Delivered,179.73,1529.61
SH599143,O643088,4/5/2025,2/12/2024,Cairo,Paris,Returned,111.65,1721.04
SH406573,O588345,6/3/2024,11/9/2023,Berlin,Toronto,In Transit,183.72,1494.79
SH553842,O640312,1/8/2025,3/2/2024,New York,Dubai,delivered,191.42,108.4
SH439596,O868133,12/28/2024,7/12/2025,Mumbai,Toronto,delivered,118.24,
SH790378,O316031,11/3/2023,11/28/2023,London,Los Angeles,Returned,253.65,1828.99
SH375070,O177016,10/3/2024,10/13/2024,Mumbai,Dubai,Delivered,497.95,437.25
SH924231,O749607,6/5/2025,6/15/2025,Mumbai,Paris,In Transit,280.37,1092.96
SH418352,O102561,1/23/2024,9/23/2025,London,Dubai,Delayed,259.19,1678.07
SH425306,O356746,10/10/2025,10/20/2025,New York,Sydney,In Transit,245.3,989.83
SH952504,O157608,12/11/2023,7/22/2025,Mumbai,Los Angeles,delivered,24.66,1394.33
SH175159,O677145,2/23/2024,2/27/2024,Berlin,Los Angeles,Delayed,61.35,671.82
SH393559,O865533,4/12/2025,4/21/2025,Mumbai,Toronto,Delayed,201.37,1214.84
SH919144,O330560,10/5/2025,5/25/2024,Mumbai,Sydney,Delivered,28.89,510.71
SH458928,O927350,11/28/2023,11/5/2024,London,Toronto,Delivered,13.29,874.8
SH645656,O401251,3/8/2025,7/19/2025,Berlin,Dubai,delivered,374.7,1034.46
SH239048,O408570,1/17/2025,11/1/2023,New York,Los Angeles,Delivered,371.34,651.08
SH924663,O686591,6/28/2024,11/23/2024,New York,Toronto,In Transit,48.88,199.11
SH446558,O912974,5/20/2025,6/6/2024,Mumbai,Paris,Delivered,10.21,223.21
SH582879,O403743,9/13/2025,8/31/2024,London,Sydney,Returned,201.44,1423.19
SH639442,O787402,10/19/2025,11/3/2025,Cairo,Sydney,Delivered,303.28,1073.37
SH844588,O779572,5/1/2024,7/11/2024,New York,Toronto,Delivered,292.72,170.19
SH753483,O589995,11/23/2023,9/23/2024,Mumbai,Toronto,delivered,231.66,702.28
SH397896,O524201,11/8/2024,11/23/2024,London,Toronto,Delayed,410.73,1738.7
SH846589,O847839,11/24/2024,12/6/2024,Berlin,Dubai,In Transit,282.56,1297.95
SH169648,O641445,7/14/2024,5/20/2025,Cairo,Los Angeles,Returned,366.95,1031.72
SH509040,O672896,9/17/2024,9/18/2024,Berlin,Dubai,Delivered,418.52,1784.54
SH217873,O156249,6/20/2025,7/27/2024,London,Los Angeles,delivered,43.85,1061.4
SH227827,O173714,9/12/2024,1/7/2025,Mumbai,Toronto,delivered,269.41,
SH587038,O274694,5/15/2025,11/18/2024,Berlin,Dubai,Delivered,0.43,9.25
SH909083,O427945,8/9/2024,5/28/2025,Mumbai,Paris,delivered,360.2,1059.8
SH504900,O641582,8/6/2024,6/25/2025,Mumbai,Toronto,delivered,330.5,1439.84
SH238683,O331038,11/1/2023,11/28/2024,London,Dubai,Returned,328.69,516.27
SH731300,O734307,12/8/2024,8/31/2025,New York,Paris,Returned,428.44,229.62
SH365866,O443519,4/25/2025,6/25/2025,London,Los Angeles,delivered,153.66,885.28
SH483846,O549234,5/30/2025,3/30/2025,Cairo,Dubai,In Transit,469.66,1601.29
SH324022,O311503,11/19/2024,2/24/2024,Cairo,Dubai,In Transit,99.18,1344.04
SH141785,O753688,5/19/2025,12/7/2023,New York,Dubai,In Transit,13.16,334.87
SH276767,O279278,3/13/2025,7/14/2025,London,Dubai,Delivered,231.01,1429.71
SH905757,O587851,12/17/2024,1/29/2024,London,Paris,delivered,445.14,264.91
SH117604,O432576,11/21/2024,3/3/2024,London,Paris,In Transit,,544.57
SH187849,O653353,1/17/2024,4/28/2024,London,Toronto,In Transit,254.55,485.23
