Shipment_ID,Order_ID,Ship_Date,Delivery_Date,Origin,Destination,Status,Weight_kg,Cost,Shipping_Days,Cost_per_kg,Is_Delayed
SH213610,O477196,7/8/2024,11/17/2023,London,Los Angeles,Delayed,51.39,643.87,-234,12.52909126,1
SH839938,O325959,6/5/2025,6/23/2025,Berlin,Los Angeles,In Transit,206.63,833.84,18,4.03542564,0
SH327681,O131211,6/23/2024,6/23/2025,London,Sydney,Returned,325.95,999.395,365,3.066099095,0
SH845988,O212967,5/7/2025,1/30/2024,New York,Sydney,delivered,189.44,767.19,-463,4.049778294,0
SH136148,O854200,6/5/2025,6/21/2025,Mumbai,Dubai,delivered,123.15,1117.43,16,9.073731222,0
SH205473,O509203,9/10/2024,8/25/2025,Cairo,Los Angeles,Delivered,252.14,1393.67,349,5.527365749,0
SH244655,O433413,6/26/2025,3/10/2024,Cairo,Sydney,Delivered,1.82,999.395,-473,549.1181319,0
SH415477,O204753,4/28/2025,10/27/2023,Berlin,Paris,delivered,24.83,1481.79,-549,59.67740636,0
SH555663,O122704,9/13/2024,5/22/2025,Cairo,Paris,In Transit,121.75,412.15,251,3.385215606,0
SH351726,O408958,9/1/2024,9/18/2024,London,Paris,Returned,421.86,497.72,17,1.17982269,0
SH625694,O383684,9/5/2024,11/25/2024,Cairo,Paris,Delayed,97.44,999.395,81,10.25651683,1
SH266251,O740250,3/12/2025,10/31/2024,Cairo,Los Angeles,Delivered,166.29,224.85,-132,1.352155872,0
SH401766,O367057,5/19/2024,10/23/2023,Cairo,Paris,delivered,319.75,1528.23,-209,4.779452697,0
SH193636,O959125,10/22/2025,11/9/2023,London,Toronto,Returned,254.49,226.11,-713,0.888482848,0
SH904305,O327312,6/11/2025,10/29/2023,London,Paris,Returned,260.42,595.63,-591,2.287189924,0
SH379981,O160756,5/31/2025,6/3/2025,Mumbai,Los Angeles,Returned,254.49,1761.61,3,6.922118747,0
SH397863,O140387,2/9/2024,7/9/2024,London,Dubai,In Transit,328.22,1266.66,151,3.859179818,0
SH353605,O774859,11/26/2024,6/25/2024,Mumbai,Dubai,In Transit,424.51,1714.5,-154,4.038774116,0
SH873601,O572686,7/13/2024,7/19/2024,Berlin,Toronto,Delayed,141.14,132.05,6,0.935595862,1
SH161693,O660393,1/18/2024,9/16/2024,New York,Sydney,Delivered,284.17,425.45,242,1.497167189,0
SH369727,O898080,2/4/2024,6/16/2024,Mumbai,Sydney,In Transit,325.2,1532.44,133,4.712300123,0
SH280295,O176342,10/19/2024,5/30/2024,London,Paris,Returned,129.48,975.81,-142,7.536376274,0
SH831726,O536043,11/4/2024,11/20/2024,London,Sydney,In Transit,272.79,851.11,16,3.120019062,0
SH876738,O484309,8/26/2024,11/17/2023,New York,Toronto,Delivered,150.88,1709.36,-283,11.32926829,0
SH993218,O745827,8/10/2025,8/27/2025,Berlin,Los Angeles,Delivered,385.27,1919.81,17,4.983024892,0
SH867652,O143369,9/23/2025,10/2/2025,Berlin,Los Angeles,Returned,419.5,294.6,9,0.702264601,0
SH629001,O812682,6/18/2024,8/28/2025,London,Los Angeles,Delayed,254.49,685.16,436,2.692286534,1
SH255737,O735183,4/23/2024,4/17/2025,Mumbai,Sydney,Delivered,402.24,1702.35,359,4.232174821,0
SH590377,O151859,9/1/2024,11/11/2024,Cairo,Toronto,Delayed,83.88,114.16,71,1.360991893,1
SH922311,O290992,10/16/2024,7/11/2024,London,Dubai,In Transit,213.87,1526.65,-97,7.138214803,0
SH233360,O409037,9/29/2025,10/10/2025,Mumbai,Dubai,Delivered,254.49,739.66,11,2.906440332,0
SH602501,O644395,8/6/2024,8/7/2024,London,Toronto,Delivered,256.01,843.29,1,3.293972892,0
SH384053,O857572,3/28/2025,8/29/2024,Mumbai,Dubai,Delivered,24.07,1189.71,-211,49.42708766,0
SH900586,O285756,3/4/2024,3/24/2025,Cairo,Sydney,Returned,389.25,999.395,385,2.56748876,0
SH118025,O964869,6/14/2025,8/19/2025,Mumbai,Toronto,Returned,122.96,1062.82,66,8.643623943,0
SH966896,O460259,1/13/2025,5/28/2024,Mumbai,Los Angeles,Delayed,351,1306.57,-230,3.722421652,1
SH862984,O226790,7/3/2025,10/11/2025,Berlin,Dubai,Delivered,277.12,354.08,100,1.277713626,0
SH417382,O521646,12/20/2023,3/6/2024,Cairo,Paris,Returned,257.07,1876.44,77,7.299334812,0
SH769449,O107910,11/28/2024,12/1/2024,Cairo,Toronto,Delivered,402.97,1298.64,3,3.222671663,0
SH866359,O376606,12/16/2023,3/23/2025,Berlin,Paris,Delayed,94.78,386.14,463,4.074066259,1
SH325685,O143239,11/5/2023,1/31/2024,London,Sydney,Delivered,22.59,1775.08,87,78.57813192,0
SH414523,O656039,4/11/2025,12/4/2024,New York,Sydney,Delayed,301.39,495.65,-128,1.644546933,1
SH269465,O934376,9/8/2024,7/19/2025,Mumbai,Toronto,Returned,320.57,69.78,314,0.217674767,0
SH311544,O413747,8/24/2024,8/23/2025,New York,Los Angeles,Delayed,287.01,775.57,364,2.70224034,1
SH847987,O945503,6/11/2025,3/1/2024,New York,Los Angeles,Delivered,414.31,1974.48,-467,4.765706838,0
SH861425,O665380,12/9/2023,4/21/2024,Cairo,Los Angeles,Returned,419.82,1836.93,134,4.375518079,0
SH838737,O781780,6/6/2025,6/20/2025,New York,Toronto,delivered,167.83,597.05,14,3.557468867,0
SH308136,O236443,6/24/2024,6/20/2025,Mumbai,Dubai,delivered,219.88,983.85,361,4.474486083,0
SH806304,O359101,1/29/2024,9/12/2024,New York,Los Angeles,Delayed,113.77,325.66,227,2.862441768,1
SH320089,O741148,4/24/2025,12/11/2023,Berlin,Sydney,Returned,180.76,723.7,-500,4.00365125,0
SH581714,O112764,10/4/2024,3/1/2024,Cairo,Los Angeles,Returned,223.4,972.61,-217,4.353670546,0
SH209143,O880455,1/6/2025,3/28/2025,Berlin,Los Angeles,Returned,450.17,529.63,81,1.176511096,0
SH226672,O108207,10/4/2025,10/6/2025,Mumbai,Toronto,delivered,482.99,1523.3,2,3.153895526,0
SH261967,O567518,5/13/2024,5/25/2024,Cairo,Dubai,delivered,96.11,1553.29,12,16.16158568,0
SH511804,O856937,3/5/2024,8/10/2025,Berlin,Sydney,Delayed,130.54,1036.7,523,7.941627087,1
SH107994,O483216,3/24/2025,3/29/2025,New York,Sydney,Delayed,348.71,1333.6,5,3.824381291,1
SH853543,O217456,7/30/2024,1/16/2024,Cairo,Sydney,In Transit,201.82,999.395,-196,4.951912595,0
SH693687,O430137,4/1/2024,11/3/2024,Cairo,Toronto,Returned,490.1,1001.83,216,2.04413385,0
SH710982,O303971,7/30/2024,4/10/2025,Berlin,Los Angeles,Delivered,443.97,1811.23,254,4.079622497,0
SH548183,O414178,6/11/2025,8/5/2025,London,Sydney,delivered,335.58,1537.13,55,4.580517313,0
SH275310,O910530,10/23/2024,11/12/2023,London,Paris,delivered,342.67,1424.92,-346,4.158286398,0
SH995866,O155508,9/5/2024,5/9/2025,New York,Paris,Delayed,448.04,1898.04,246,4.236318186,1
SH762727,O988263,7/22/2025,4/29/2025,London,Dubai,In Transit,163.75,1245.84,-84,7.608183206,0
SH117230,O359342,10/27/2024,1/28/2025,Berlin,Sydney,In Transit,429.01,999.395,93,2.329537773,0
SH186373,O510074,11/18/2024,11/23/2024,Berlin,Los Angeles,Delayed,229.22,999.395,5,4.359981677,1
SH644320,O361873,8/19/2024,10/6/2024,Mumbai,Toronto,delivered,279.57,619.07,48,2.214364918,0
SH379593,O327707,5/27/2024,8/27/2025,Berlin,Paris,delivered,399.87,999.395,457,2.499299772,0
SH787136,O720398,1/17/2025,6/22/2025,Mumbai,Toronto,delivered,234.48,718.09,156,3.062478676,0
SH746208,O103230,11/14/2024,7/28/2025,London,Los Angeles,In Transit,254.49,1165.43,256,4.579472671,0
SH168363,O282468,5/9/2025,5/11/2025,New York,Dubai,Returned,225.97,1381.94,2,6.115590565,0
SH538126,O697935,7/6/2024,6/7/2025,Mumbai,Dubai,delivered,414.73,1068.69,336,2.57683312,0
SH176645,O646727,6/12/2024,2/9/2024,London,Dubai,delivered,431.04,1918.01,-124,4.449726244,0
SH634635,O858401,11/29/2024,12/4/2024,London,Toronto,In Transit,414.04,982.04,5,2.371848131,0
SH778628,O388894,8/14/2024,6/13/2025,London,Los Angeles,Delayed,365.96,1963.59,303,5.365586403,1
SH499889,O737667,4/19/2024,5/7/2024,Mumbai,Toronto,Delayed,267.4,482.67,18,1.805048616,1
SH773275,O965133,8/18/2024,11/26/2024,London,Sydney,Returned,461.63,999.395,100,2.164926456,0
SH788117,O472163,8/2/2025,8/8/2025,Mumbai,Toronto,delivered,99.69,150.09,6,1.505567259,0
SH861642,O558206,12/19/2024,3/9/2025,Cairo,Paris,In Transit,327.55,916.28,80,2.797374447,0
SH374198,O674295,5/9/2024,11/30/2023,New York,Toronto,Delivered,254.49,999.395,-161,3.927050179,0
SH826328,O592771,3/31/2024,1/6/2025,Mumbai,Sydney,Delivered,416.68,158.59,281,0.380603821,0
SH869400,O216883,2/20/2025,3/2/2025,Cairo,Toronto,Delivered,476.02,1444.03,10,3.033549011,0
SH167630,O226486,6/20/2025,6/27/2025,Mumbai,Paris,Delivered,132.1,999.395,7,7.565442846,0
SH232903,O444538,7/19/2024,6/6/2025,Berlin,Dubai,Delayed,490.09,999.395,322,2.039207084,1
SH495481,O154089,9/3/2024,9/23/2025,Berlin,Paris,delivered,276.77,379.39,385,1.37077718,0
SH323754,O915967,5/7/2024,12/16/2024,London,Paris,Delayed,341,999.395,223,2.930777126,1
SH386865,O102928,4/19/2024,1/7/2024,Berlin,Los Angeles,delivered,353.98,632.86,-103,1.787841121,0
SH960367,O954780,3/31/2024,4/5/2025,Cairo,Paris,delivered,94.77,1134.57,370,11.97182653,0
SH753111,O404336,4/25/2024,7/10/2024,New York,Sydney,Delayed,254.49,999.38,76,3.926991237,1
SH557075,O698870,3/19/2025,4/3/2025,Cairo,Dubai,In Transit,288.22,1095.93,15,3.802407883,0
SH210978,O852765,7/4/2025,3/14/2025,Berlin,Paris,In Transit,158.5,1836.86,-112,11.58902208,0
SH829785,O238999,5/8/2024,6/14/2025,Berlin,Los Angeles,In Transit,357.83,247.46,402,0.691557443,0
SH127676,O733244,12/8/2024,5/6/2024,New York,Toronto,Returned,142.92,974.1,-216,6.815701092,0
SH558919,O382277,5/2/2025,6/16/2025,New York,Dubai,delivered,138.59,1853.32,45,13.37268201,0
SH908404,O443087,8/28/2025,3/18/2024,London,Paris,Delayed,214.25,1990.93,-528,9.292555426,1
SH345728,O124888,4/2/2025,4/5/2025,Cairo,Los Angeles,Delayed,119.17,742.53,3,6.23084669,1
SH859054,O635037,8/18/2025,10/30/2024,Berlin,Los Angeles,In Transit,340.99,999.395,-292,2.930863075,0
SH527369,O752934,1/13/2024,7/17/2024,New York,Sydney,Returned,171.6,1511.91,186,8.810664336,0
SH475770,O421480,6/3/2025,6/19/2025,Mumbai,Toronto,Returned,228.51,351.71,16,1.539144895,0
SH458607,O738834,2/15/2025,2/24/2025,Cairo,Paris,Delayed,119.26,11.69,9,0.09802113,1
SH442827,O397559,2/8/2024,3/13/2024,Berlin,Los Angeles,delivered,445.43,442.41,34,0.993220035,0
SH609526,O524677,6/3/2024,9/25/2024,New York,Toronto,Delayed,417.05,630.3,114,1.511329577,1
SH418492,O149812,4/5/2025,1/29/2025,Berlin,Dubai,delivered,381.57,565.32,-66,1.481563016,0
SH471791,O886979,12/30/2024,6/2/2025,Berlin,Toronto,In Transit,40.84,1250.6,154,30.62193928,0
SH554252,O833974,4/2/2025,8/2/2025,New York,Dubai,In Transit,302.5,382.92,122,1.26585124,0
SH891220,O883559,9/16/2024,7/30/2025,Cairo,Paris,Returned,90.49,1342.9,317,14.84031385,0
SH257275,O719189,12/4/2024,4/26/2025,Cairo,Toronto,Delayed,208.7,704.96,143,3.377862961,1
SH976306,O361421,12/26/2023,7/6/2024,Berlin,Paris,In Transit,225.91,1733.71,193,7.674339339,0
SH621219,O552591,9/1/2025,11/11/2024,Mumbai,Paris,Returned,79.38,865.25,-294,10.90010078,0
SH864408,O438038,6/13/2024,12/26/2023,London,Paris,Delayed,456.6,822.03,-170,1.800328515,1
SH943197,O777613,7/20/2025,1/27/2024,London,Toronto,In Transit,240.04,1731.97,-540,7.21533911,0
SH696055,O431819,1/12/2024,1/5/2024,Mumbai,Los Angeles,delivered,190.68,998.37,-7,5.235840151,0
SH165991,O385214,1/8/2025,8/8/2025,Mumbai,Toronto,delivered,228.19,580.89,212,2.54564179,0
SH829770,O216108,2/10/2024,6/16/2024,London,Los Angeles,In Transit,26.32,1249.2,127,47.46200608,0
SH484082,O115525,1/18/2025,8/8/2025,Cairo,Dubai,delivered,242.21,999.395,202,4.126150861,0
SH566965,O841511,1/13/2025,3/27/2025,Mumbai,Toronto,Delivered,90.53,1242.84,73,13.72848779,0
SH675742,O603058,3/9/2025,4/29/2024,Mumbai,Dubai,delivered,266.84,111.57,-314,0.418115725,0
SH267091,O952330,5/19/2025,10/18/2024,London,Toronto,In Transit,327.9,999.395,-213,3.047865203,0
SH639670,O259893,6/27/2025,2/9/2024,Cairo,Dubai,Delivered,254.49,516.74,-504,2.030492357,0
SH617501,O576986,11/1/2023,3/11/2024,Cairo,Sydney,In Transit,70.15,847.22,131,12.07726301,0
SH469394,O402772,4/22/2024,12/31/2024,New York,Paris,delivered,268.43,531.29,253,1.979249711,0
SH352969,O522516,3/18/2024,7/7/2025,London,Paris,Delivered,361.74,640.23,476,1.769862332,0
SH904753,O632377,10/9/2024,6/19/2025,London,Sydney,Returned,401,999.395,253,2.492256858,0
SH461591,O407997,3/29/2024,11/14/2024,Cairo,Toronto,delivered,71.7,1621.75,230,22.61854951,0
SH936674,O317701,5/29/2025,5/7/2025,London,Toronto,Delivered,155.34,920.77,-22,5.927449466,0
SH534644,O627772,10/10/2024,2/21/2025,London,Toronto,Delivered,355.31,1073.97,134,3.022628128,0
SH739299,O657888,9/14/2025,1/18/2024,Berlin,Toronto,Delayed,369.72,768.32,-605,2.078113167,1
SH665471,O360481,6/23/2024,6/25/2024,Cairo,Toronto,delivered,323.75,1176.08,2,3.632679537,0
SH233862,O387498,6/16/2025,7/1/2025,Cairo,Paris,delivered,150.02,19.68,15,0.131182509,0
SH736508,O580776,7/29/2024,8/12/2024,Cairo,Dubai,Delayed,421.13,954.59,14,2.266734737,1
SH345591,O543775,10/12/2024,5/3/2024,London,Toronto,Delivered,472.54,502.14,-162,1.0626402,0
SH739958,O481590,3/24/2025,4/30/2025,Cairo,Paris,delivered,254.49,1672.98,37,6.57385359,0
SH667703,O807510,2/14/2024,11/9/2024,New York,Paris,Delayed,254.49,819.97,269,3.222012653,1
SH862401,O895158,10/17/2025,12/11/2024,Mumbai,Paris,In Transit,315.43,28.58,-310,0.090606474,0
SH640026,O546525,5/6/2025,5/20/2025,Berlin,Los Angeles,Delayed,47.75,468.57,14,9.812984293,1
SH507716,O863469,2/23/2025,3/10/2024,Berlin,Paris,Delivered,379.44,723.42,-350,1.90654649,0
SH578858,O678744,3/21/2024,10/3/2025,New York,Los Angeles,Delayed,254.49,918.48,561,3.609100554,1
SH894496,O176088,1/4/2025,8/28/2025,London,Los Angeles,delivered,68.79,703.56,236,10.22764937,0
SH435015,O159806,2/27/2025,7/27/2024,Mumbai,Dubai,Returned,190.41,948.38,-215,4.980725802,0
SH740449,O597961,11/8/2023,4/21/2024,New York,Paris,Delivered,277.72,1326.47,165,4.776285467,0
SH715647,O642970,11/28/2024,3/30/2025,London,Dubai,Returned,476.39,1807.35,122,3.793845379,0
SH943119,O273273,12/6/2023,5/31/2024,Cairo,Los Angeles,Delayed,153.79,218.25,177,1.419142987,1
SH209222,O681724,3/22/2024,4/27/2025,London,Dubai,Returned,271.65,666.1,401,2.452052273,0
SH591923,O934584,7/22/2025,12/4/2023,New York,Sydney,Delivered,31.33,378.69,-596,12.08713693,0
SH306215,O737988,8/13/2024,3/20/2025,London,Los Angeles,In Transit,1.69,1076.93,219,637.2366864,0
SH263696,O873079,2/1/2024,11/23/2024,Berlin,Toronto,In Transit,245.84,58.4,296,0.23755288,0
SH866355,O158103,12/9/2024,8/23/2025,Berlin,Paris,Delivered,131.82,966.7,257,7.333485055,0
SH627921,O835712,10/19/2024,10/20/2024,Mumbai,Sydney,delivered,362.89,1744.94,1,4.808454353,0
SH802930,O783427,4/30/2025,8/31/2025,Berlin,Toronto,Returned,332.87,1958.19,123,5.882747018,0
SH174703,O278407,5/6/2025,1/7/2024,New York,Toronto,Delivered,19.24,1591.49,-485,82.71777547,0
SH729809,O633821,1/16/2025,10/10/2025,Cairo,Sydney,delivered,355.66,1243.13,267,3.495276388,0
SH989252,O783562,7/19/2024,8/15/2025,Berlin,Los Angeles,In Transit,254.49,247.29,392,0.971708122,0
SH596077,O341104,4/13/2025,4/26/2025,Mumbai,Sydney,In Transit,126.78,931.68,13,7.348793185,0
SH401810,O253680,9/14/2025,9/25/2024,Berlin,Sydney,Delayed,53.37,1320.22,-354,24.73711823,1
SH861710,O234535,4/6/2024,10/6/2025,London,Dubai,In Transit,87.44,45.31,548,0.518183898,0
SH882526,O543174,12/1/2024,2/4/2025,Berlin,Dubai,Delayed,93.15,935.17,65,10.03939882,1
SH948785,O828280,7/30/2025,7/24/2024,New York,Paris,delivered,321.59,1128.85,-371,3.51021487,0
SH118582,O504793,2/10/2024,1/13/2025,Cairo,Toronto,Delayed,351.24,1034.54,338,2.945393463,1
SH462581,O425461,1/12/2025,1/14/2025,New York,Paris,Delayed,343.8,999.41,2,2.906951716,1
SH712072,O713196,12/30/2024,10/11/2024,Mumbai,Los Angeles,Delivered,450.25,404.18,-80,0.897679067,0
SH374009,O188156,3/21/2024,12/2/2024,New York,Paris,Delayed,216.07,672.38,256,3.111861897,1
SH621029,O842457,5/24/2025,5/30/2025,Cairo,Toronto,In Transit,11.96,1363.03,6,113.9657191,0
SH864397,O949530,1/26/2024,2/7/2024,Berlin,Los Angeles,delivered,493.28,1953.32,12,3.959860525,0
SH650955,O992859,10/20/2024,1/6/2025,Cairo,Dubai,In Transit,342.27,687.79,78,2.009495428,0
SH640861,O804442,3/12/2025,3/15/2025,Cairo,Toronto,delivered,294.43,581.2,3,1.973983629,0
SH608937,O437273,5/1/2025,8/20/2024,Cairo,Paris,Delayed,429.6,357.9,-254,0.833100559,1
SH218400,O582003,11/16/2024,1/21/2025,New York,Sydney,In Transit,480.36,1374.03,66,2.860417187,0
SH838401,O857106,10/13/2024,10/17/2025,London,Dubai,Delayed,291.2,1708.18,369,5.866002747,1
SH863894,O890633,10/8/2024,4/10/2025,Mumbai,Toronto,In Transit,132.63,824.39,184,6.215712885,0
SH183451,O797882,2/23/2025,6/12/2024,Berlin,Toronto,Delivered,20.8,782.12,-256,37.60192308,0
SH238656,O695875,8/5/2025,9/5/2025,New York,Paris,Returned,88.24,325.26,31,3.686083409,0
SH919026,O513442,10/11/2024,5/28/2025,Cairo,Sydney,Returned,82.66,668.62,229,8.088797484,0
SH695263,O615990,4/17/2025,4/22/2025,New York,Paris,Returned,254.49,861.5,5,3.385201776,0
SH109653,O568415,12/12/2024,6/6/2025,New York,Los Angeles,delivered,305.33,1916.65,176,6.277306521,0
SH953546,O379417,7/25/2025,2/5/2025,Cairo,Sydney,Delayed,153.65,1110.24,-170,7.22577286,1
SH433454,O520155,9/22/2024,10/3/2024,New York,Los Angeles,delivered,99.08,518.4,11,5.232135648,0
SH494954,O832629,1/30/2024,7/21/2024,Mumbai,Los Angeles,In Transit,269.68,585.44,173,2.170869178,0
SH623124,O889309,4/9/2025,9/26/2024,Mumbai,Toronto,In Transit,263.9,937.05,-195,3.550776809,0
SH376864,O633938,4/16/2025,3/1/2024,Berlin,Paris,Returned,446.16,1003.61,-411,2.249439663,0
SH707972,O742926,9/13/2024,6/26/2025,New York,Toronto,Returned,395.11,348.93,286,0.883121156,0
SH847692,O815210,12/26/2024,12/28/2024,Berlin,Los Angeles,In Transit,371.69,269.07,2,0.72390971,0
SH754621,O396850,11/28/2023,11/30/2024,Mumbai,Los Angeles,delivered,64.84,1258.89,368,19.41533004,0
SH992859,O355675,4/23/2025,8/30/2025,Mumbai,Dubai,Returned,451.15,1814.4,129,4.021722265,0
SH521105,O158988,10/6/2025,10/11/2025,Mumbai,Sydney,Delivered,34.16,1753.95,5,51.34514052,0
SH906697,O203731,10/24/2023,6/26/2024,New York,Paris,Delayed,200.44,1877.37,246,9.366244263,1
SH971723,O743355,9/7/2024,11/2/2023,New York,Los Angeles,Returned,456.65,94.84,-310,0.207686412,0
SH778968,O180148,10/30/2023,6/25/2024,London,Paris,Delayed,174.42,1843.14,239,10.56725146,1
SH851920,O873640,12/2/2024,10/6/2025,Berlin,Sydney,Returned,426.57,973.28,308,2.281641935,0
SH459804,O575687,1/9/2025,5/12/2024,Cairo,Dubai,Delivered,10.26,521.67,-242,50.84502924,0
SH420421,O462796,4/15/2025,1/9/2025,Cairo,Sydney,In Transit,253.13,273.31,-96,1.079721882,0
SH492909,O338555,9/3/2025,9/13/2025,Berlin,Dubai,Returned,466.31,1135.87,10,2.435868843,0
SH249329,O111089,1/21/2024,4/24/2025,New York,Paris,delivered,215.7,1563.11,459,7.246685211,0
SH863868,O388455,5/3/2024,5/31/2025,Cairo,Toronto,delivered,254.49,744.84,393,2.926794766,0
SH493760,O926783,12/18/2024,12/30/2024,New York,Sydney,delivered,259.78,119.98,12,0.461852337,0
SH353305,O599492,3/19/2025,4/18/2025,Mumbai,Paris,Delayed,310.94,254,30,0.816877854,1
SH855450,O509549,2/5/2024,12/7/2024,Mumbai,Dubai,Delayed,450.3,664.31,306,1.475260937,1
SH300882,O829306,3/10/2024,2/8/2024,London,Dubai,Returned,334.68,45.31,-31,0.135383052,0
SH140735,O432324,2/9/2025,4/27/2024,Mumbai,Paris,Delivered,33.62,846.74,-288,25.18560381,0
SH954236,O164887,5/18/2024,7/3/2025,Berlin,Sydney,Delivered,345.7,1100.12,411,3.182296789,0
SH542796,O128309,4/5/2025,4/19/2025,Berlin,Dubai,Delivered,27.53,244.13,14,8.867780603,0
SH513269,O717521,1/21/2025,1/31/2025,Cairo,Paris,delivered,111.83,581,10,5.195385854,0
SH644197,O956207,12/30/2023,3/15/2025,Cairo,Toronto,Delayed,304.29,1214.63,441,3.991685563,1
SH605360,O655743,4/30/2024,2/23/2025,London,Dubai,Delivered,435.21,1443.47,299,3.316720664,0
SH439395,O749541,11/10/2024,4/14/2025,Mumbai,Los Angeles,Returned,446,697.99,155,1.565,0
SH297649,O635118,9/24/2025,4/26/2024,Cairo,Los Angeles,Returned,190.3,574.71,-516,3.020021019,0
SH108211,O260745,7/22/2024,1/24/2024,Cairo,Paris,In Transit,419.93,1390.05,-180,3.310194556,0
SH555166,O330826,10/22/2025,10/30/2025,Mumbai,Sydney,Delivered,326.79,1210.55,8,3.704366719,0
SH258738,O855353,8/8/2024,6/5/2024,Berlin,Los Angeles,Delayed,30.82,999.395,-64,32.42683323,1
SH302454,O109759,4/1/2025,7/4/2025,Cairo,Los Angeles,Returned,258.49,1172.72,94,4.536809935,0
SH251814,O443305,1/10/2025,5/13/2025,New York,Paris,Delivered,439.16,1099.94,123,2.504645232,0
SH229212,O783596,4/19/2025,4/27/2025,Cairo,Sydney,Delayed,116.48,1872.95,8,16.07958448,1
SH856874,O939323,3/20/2024,10/17/2024,London,Dubai,Returned,440.37,1092.22,211,2.480232532,0
SH980369,O790508,11/11/2024,2/19/2025,London,Dubai,Returned,274.34,37.38,100,0.136254283,0
SH819304,O166035,1/3/2025,12/10/2023,New York,Toronto,Delivered,420.38,386.83,-390,0.920191256,0
SH917854,O510563,11/15/2023,10/29/2023,New York,Paris,Returned,47.74,69.18,-17,1.449099288,0
SH641005,O392111,9/17/2024,1/18/2024,Cairo,Toronto,Delayed,387.82,1932.96,-243,4.984167913,1
SH190476,O176976,6/29/2024,3/5/2025,Mumbai,Dubai,delivered,210.68,419.39,249,1.990649326,0
SH635017,O960924,9/11/2024,10/11/2024,Berlin,Toronto,Delivered,193.65,841.57,30,4.345830106,0
SH805351,O662645,9/5/2024,12/11/2024,Cairo,Toronto,Returned,17.43,624.72,97,35.84165232,0
SH411789,O145276,9/7/2025,11/2/2024,London,Los Angeles,delivered,444.35,74.67,-309,0.168043209,0
SH299312,O243098,9/24/2024,1/24/2025,Mumbai,Toronto,Delayed,217.45,1867.61,122,8.588687054,1
SH968631,O631088,10/4/2024,12/30/2023,Mumbai,Dubai,Delayed,254.49,1640.65,-279,6.446815199,1
SH959268,O591976,6/21/2024,10/16/2025,Mumbai,Dubai,In Transit,52.32,1532.62,482,29.29319572,0
SH564379,O288189,8/29/2025,6/22/2024,London,Dubai,In Transit,23.42,467.2,-433,19.94876174,0
SH748848,O263930,12/9/2024,2/22/2025,London,Los Angeles,delivered,283.36,576.97,75,2.036173066,0
SH958669,O854415,5/21/2024,6/4/2025,New York,Los Angeles,In Transit,265.74,1465.34,379,5.514186799,0
SH112336,O767226,2/22/2025,9/1/2024,Berlin,Dubai,Returned,24.12,816.46,-174,33.84991708,0
SH390345,O210299,10/24/2024,6/23/2025,London,Sydney,Returned,449.8,1176.21,242,2.614962205,0
SH936020,O306015,6/5/2024,10/17/2024,Cairo,Toronto,Delayed,123.94,999.395,134,8.063538809,1
SH337432,O159234,10/7/2025,10/9/2025,Mumbai,Los Angeles,Returned,447.33,1633.38,2,3.651398297,0
SH550774,O754474,9/23/2025,3/2/2024,New York,Toronto,Returned,41.72,73.65,-570,1.765340364,0
SH964450,O210539,2/20/2024,6/8/2024,Berlin,Sydney,In Transit,35.49,1986.8,109,55.98196675,0
SH824822,O666077,12/8/2023,4/13/2025,Berlin,Dubai,Delivered,210.58,955.08,492,4.535473454,0
SH357381,O703865,8/2/2025,1/15/2024,Berlin,Paris,Delayed,232.83,1175.08,-565,5.046944122,1
SH657544,O737723,3/13/2025,3/10/2024,Mumbai,Paris,Delivered,27.06,1177.9,-368,43.52919438,0
SH566556,O988720,1/11/2025,2/15/2024,London,Toronto,Returned,225.47,1538.72,-331,6.824499933,0
SH365773,O720057,12/30/2023,9/20/2025,Berlin,Paris,Delayed,447.09,1004.57,630,2.246907781,1
SH126451,O843791,7/18/2024,7/25/2024,New York,Dubai,delivered,13.16,1308.06,7,99.39665653,0
SH373267,O975303,12/24/2024,7/5/2025,Mumbai,Los Angeles,Delayed,485.76,16.08,193,0.033102767,1
SH346595,O908108,4/14/2025,5/1/2025,Berlin,Paris,Returned,417.9,322.85,17,0.772553242,0
SH572061,O276549,2/20/2025,3/3/2025,Cairo,Dubai,Delayed,27.62,612.2,11,22.16509776,1
SH650877,O268454,1/30/2025,8/30/2024,Mumbai,Dubai,Delivered,138.76,765.1,-153,5.513836841,0
SH375190,O693494,9/9/2025,7/16/2025,Berlin,Dubai,Delayed,476.31,420.86,-55,0.88358422,1
SH529429,O563460,8/29/2025,12/29/2024,New York,Dubai,Delivered,482.76,1101.63,-243,2.281941337,0
SH385495,O200538,6/8/2024,11/18/2024,Mumbai,Los Angeles,delivered,254.49,99.72,163,0.391842509,0
SH843374,O946134,5/5/2025,5/11/2025,Berlin,Dubai,Delayed,64.22,1670.29,6,26.00887574,1
SH301184,O996786,7/9/2025,7/23/2025,London,Sydney,delivered,177.17,1863.22,14,10.51656601,0
SH538830,O892065,7/13/2024,7/7/2025,Cairo,Toronto,Returned,45.28,1630.36,359,36.00618375,0
SH308429,O894258,5/5/2024,11/14/2023,Cairo,Paris,delivered,313.13,1859.99,-173,5.939992974,0
SH402675,O286973,6/27/2025,7/13/2025,New York,Dubai,In Transit,9.41,38.18,16,4.05738576,0
